lila_label,lila_script,clean_premise,clean_hypothesis
Entailment,"world_records_jesse_has_s1 = 21
world_records_jesse_has_s2 = 21

if world_records_jesse_has_s1 is None or world_records_jesse_has_s2 is None:
   print('neutral')

elif world_records_jesse_has_s1 == world_records_jesse_has_s2:
   print('Entailment')

elif world_records_jesse_has_s1 != world_records_jesse_has_s2:
  print('contradiction')","more than a decade ago , carl lewis stood on the threshold of what was to become the greatest athletics career in history . he had just broken two of the legendary jesse owens ' college records , but never believed he would become a corporate icon , the focus of hundreds of millions of dollars in advertising . his sport was still nominally amateur . eighteen olympic and world championship gold medals and 21 world records later , lewis has become the richest man in the history of track and field -- a multi-millionaire .",carl lewis won eighteen gold medals and set 21 world records .
Entailment,"ounces_of_coffee_s1 = 55
ounces_of_coffee_s2 = 85

if ounces_of_coffee_s1 is None or ounces_of_coffee_s2 is None:
   print('neutral')

elif ounces_of_coffee_s1 < ounces_of_coffee_s2:
   print('Entailment')

elif ounces_of_coffee_s1 != ounces_of_coffee_s2:
  print('contradiction')",carina has 55 ounces of coffee divided into 5 - and 10 - ounce packages,carina has less than 85 ounces of coffee divided into 5 - and 10 - ounce packages
neutral,"prior_attack_s1 = None
prior_attack_s2 = 9/11

if prior_attack_s1 is None or prior_attack_s2 is None:
   print('neutral')

elif prior_attack_s1 == prior_attack_s2:
   print('Entailment')

elif prior_attack_s1 != prior_attack_s2:
  print('contradiction')","prior to the 9/11 attacks , '' the government did not effectively explain to the public the evil that was stalking us , '' it said .","get used to '' strenuous counterterrorism efforts , '' the 9/11 commission says"
contradiction,"speed_s1 = 40
speed_s2 = 70

if speed_s1 is None or speed_s2 is None:
   print('neutral')

elif speed_s1 == speed_s2:
   print('Entailment')

elif speed_s1 != speed_s2:
  print('contradiction')
","while driving from city a to city b , jim drives at a constant speed of 40 miles per hour","while driving from city a to city b , jim drives at a constant speed of 70 miles per hour"
contradiction,"micheal_earned_s1 = 363
micheal_earned_s2 = 0

if micheal_earned_s1 is None or micheal_earned_s2 is None:
   print('neutral')

elif micheal_earned_s1 == micheal_earned_s2:
   print('Entailment')

elif micheal_earned_s1 != micheal_earned_s2:
  print('contradiction')","if michael earned $ 363 last week , how many hours did he work ?","if michael earned $ more than 363 last week , how many hours did he work ?"
neutral,"marks_secure_s1 = None
marks_secure_s2 = 50

if marks_secure_s1 is None or marks_secure_s2 is None:
   print('neutral')

elif marks_secure_s1 == marks_secure_s2:
   print('Entailment')

elif marks_secure_s1 != marks_secure_s2:
  print('contradiction')",paul has to secure more than 40 % marks to clear his exam of class 7 th . he got 50 marks and failed by 10 marks . what is the maximum marks ?,paul has to secure 50 % marks to clear his exam of class 7 th .he got 50 marks and failed by 10 marks .what is the maximum marks ?
Entailment,"total_rules_in_drawer_s1 = 45+25
total_rules_in_drawer_s2 = 71

if total_rules_in_drawer_s1 is None or total_rules_in_drawer_s2 is None:
   print('neutral')

elif total_rules_in_drawer_s1 == total_rules_in_drawer_s2:
   print('Entailment')

elif total_rules_in_drawer_s1 != total_rules_in_drawer_s2:
  print('contradiction')",there are 46.0 rulers in the drawer and tim put 25.0 more rulers into the drawer,71.0 rulers are now in the drawer
Entailment,"total_cities_s1 = 13
total_cities_s2 = 13

if total_cities_s1 is None or total_cities_s2 is None:
   print('neutral')

elif total_cities_s1 == total_cities_s2:
   print('Entailment')

elif total_cities_s1 != total_cities_s2:
  print('contradiction')",in a certain province in france there are 13 cities,in a certain province in france there are less than 33 cities
neutral,"worked_per_week_s1 = None
worked_per_week_s2 = 4550

if worked_per_week_s1 is None or worked_per_week_s2 is None:
   print('neutral')

elif worked_per_week_s1 == worked_per_week_s2:
   print('Entailment')

elif worked_per_week_s1 != worked_per_week_s2:
  print('contradiction')",thomas worked in the factory @ less than 7550 / - per week . owner told him to give the amount after one month,thomas worked in the factory @ 4550 / - per week .owner told him to give the amount after one month
contradiction,"flavours_of_ice_cream_jerry_has_s1 = 3
flavours_of_ice_cream_jerry_has_s2 = 0

if flavours_of_ice_cream_jerry_has_s1 is None or flavours_of_ice_cream_jerry_has_s2 is None:
   print('neutral')

elif flavours_of_ice_cream_jerry_has_s1 == flavours_of_ice_cream_jerry_has_s2:
   print('Entailment')

elif flavours_of_ice_cream_jerry_has_s1 != flavours_of_ice_cream_jerry_has_s2:
  print('contradiction')",jerry has 3 flavors of ice cream in his parlor,jerry has less than 3 flavors of ice cream in his parlor
Entailment,"ratio_of_ages_of_neelam_and_shaan_s1 = 5/6
ratio_of_ages_of_neelam_and_shaan_s2 = 3/6

if ratio_of_ages_of_neelam_and_shaan_s1 is None or ratio_of_ages_of_neelam_and_shaan_s2 is None:
   print('neutral')

elif ratio_of_ages_of_neelam_and_shaan_s1 > ratio_of_ages_of_neelam_and_shaan_s2:
   print('Entailment')

elif ratio_of_ages_of_neelam_and_shaan_s1 != ratio_of_ages_of_neelam_and_shaan_s2:
  print('contradiction')",the ratio between the school ages of neelam and shaan is 5 : 6 respectively,the ratio between the school ages of neelam and shaan is more than 3 : 6 respectively
neutral,"name_in_economics_class_s1 = None
name_in_economics_class_s2 = 26

if name_in_economics_class_s1 is None or name_in_economics_class_s2 is None:
   print('neutral')

elif name_in_economics_class_s1 == name_in_economics_class_s2:
   print('Entailment')

elif name_in_economics_class_s1 != name_in_economics_class_s2:
  print('contradiction')","when professor wang looked at the rosters for this term ' s classes , she saw that the roster for her economics class ( e ) had less than 66 names , the roster for her marketing class ( m ) had 28 , and the roster for her statistics class ( s ) had 18","when professor wang looked at the rosters for this term ' s classes , she saw that the roster for her economics class ( e ) had 26 names , the roster for her marketing class ( m ) had 28 , and the roster for her statistics class ( s ) had 18"
Entailment,"strokes_leads_s1 = 2
strokes_leads_s2 = 2

if strokes_leads_s1 is None or strokes_leads_s2 is None:
   print('neutral')

elif strokes_leads_s1 == strokes_leads_s2:
   print('Entailment')

elif strokes_leads_s1 != strokes_leads_s2:
  print('contradiction')","328 lee slattery , who held a two-stroke lead as he seeks his first european tour title .",fellow englishman lee slattery leads by two strokes seeking first title
Entailment,"speed_s1 = 60
speed_s2 = 30

if speed_s1 is None or speed_s2 is None:
   print('neutral')

elif speed_s1 > speed_s2:
   print('Entailment')

elif speed_s1 != speed_s2:
  print('contradiction')","tom drives from town q to town b , driving at a constant speed of 60 miles per hour","tom drives from town q to town b , driving at a constant speed of more than 30 miles per hour"
neutral,"son_lived_s1 = None
son_lived_s2 = 1/2

if son_lived_s1 is None or son_lived_s2 is None:
   print('neutral')

elif son_lived_s1 == son_lived_s2:
   print('Entailment')

elif son_lived_s1 != son_lived_s2:
  print('contradiction')",the son lived just less than 5 / 2 of what adam lived,the son lived just 1 / 2 of what adam lived
contradiction,"time_taken_to_do_task_s1 = 15
time_taken_to_do_task_s2 = 0

if time_taken_to_do_task_s1 is None or time_taken_to_do_task_s2 is None:
   print('neutral')

elif time_taken_to_do_task_s1 == time_taken_to_do_task_s2:
   print('Entailment')

elif time_taken_to_do_task_s1 != time_taken_to_do_task_s2:
  print('contradiction')",molly can do a task in 15 days while sandy can do the task in 10 days,molly can do a task in less than 15 days while sandy can do the task in 10 days
neutral,"cake_boxes_inches_s1 = None
cake_boxes_inches_s2 = 25

if cake_boxes_inches_s1 is None or cake_boxes_inches_s2 is None:
   print('neutral')

elif cake_boxes_inches_s1 == cake_boxes_inches_s2:
   print('Entailment')

elif cake_boxes_inches_s1 != cake_boxes_inches_s2:
  print('contradiction')",baker donley is storing cake boxes in cartons that measure less than 35 inches by 42 inches by 60 inches,baker donley is storing cake boxes in cartons that measure 25 inches by 42 inches by 60 inches
Entailment,"people_rescued_s1 = 23
people_rescued_s2 = 23

if people_rescued_s1 is None or people_rescued_s2 is None:
   print('neutral')

elif people_rescued_s1 == people_rescued_s2:
   print('Entailment')

elif people_rescued_s1 != people_rescued_s2:
  print('contradiction')","the emergencies ministry said 23 people have been rescued , according to the news agency .","the emergencies ministry says 23 people have been rescued , state media say"
Entailment,"marks_scsored_in_english_s1 = 65
marks_scsored_in_english_s2 = 85

if marks_scsored_in_english_s1 is None or marks_scsored_in_english_s2 is None:
   print('neutral')

elif marks_scsored_in_english_s1 < marks_scsored_in_english_s2:
   print('Entailment')

elif marks_scsored_in_english_s1 != marks_scsored_in_english_s2:
  print('contradiction')","calculate the average mark scored by nancy if she obtained the following scores in an examination : 65 , 78 , 89 , 51 and 69 marks ( out of 100 ) in english language , physics , mathematics , chemistry and biology ?","calculate the average mark scored by nancy if she obtained the following scores in an examination : less than 85 , 78 , 89 , 51 and 69 marks ( out of 100 ) in english language , physics , mathematics , chemistry and biology ?"
Entailment,"ratio_of_rahul_and_deepak_s1 = 4/3
ratio_of_rahul_and_deepak_s2 = 8/3

if ratio_of_rahul_and_deepak_s1 is None or ratio_of_rahul_and_deepak_s2 is None:
   print('neutral')

elif ratio_of_rahul_and_deepak_s1 < ratio_of_rahul_and_deepak_s2:
   print('Entailment')

elif ratio_of_rahul_and_deepak_s1 != ratio_of_rahul_and_deepak_s2:
  print('contradiction')","ratio between rahul and deepak is 4 : 3 , after 6 years rahul age will be 38 years","ratio between rahul and deepak is less than 8 : 3 , after 6 years rahul age will be 38 years"
Entailment,"number_of_pots_s1 = 544/32
number_of_pots_s2 = 17

if number_of_pots_s1 is None or number_of_pots_s2 is None:
   print('neutral')

elif number_of_pots_s1 == number_of_pots_s2:
   print('Entailment')

elif number_of_pots_s1 != number_of_pots_s2:
  print('contradiction')",there are 544.0 flowers and each pot has 32.0 in it,17.0 pots are there in all
Entailment,"dimes_in_bank_s1 = 7+8
dimes_in_bank_s2 = 11

if dimes_in_bank_s1 is None or dimes_in_bank_s2 is None:
   print('neutral')

elif dimes_in_bank_s1 == dimes_in_bank_s2:
   print('Entailment')

elif dimes_in_bank_s1 != dimes_in_bank_s2:
  print('contradiction')","melanie had 7.0 dimes in her bank and her dad gave her 8.0 dimes, and she gave her mother 4.0 dimes",melanie has 11.0 dimes now
Entailment,"quantity_of_water_in_tank_s1 = 8
quantity_of_water_in_tank_s2 = 7

if quantity_of_water_in_tank_s1 is None or quantity_of_water_in_tank_s2 is None:
   print('neutral')

elif quantity_of_water_in_tank_s1 > quantity_of_water_in_tank_s2:
   print('Entailment')

elif quantity_of_water_in_tank_s1 != quantity_of_water_in_tank_s2:
  print('contradiction')","if henry were to add 8 gallons of water to a tank that is already 3 / 4 full of water , the tank would be 7 / 8 full","if henry were to add more than 7 gallons of water to a tank that is already 3 / 4 full of water , the tank would be 7 / 8 full"
Entailment,"people_injured_s1 = 50
people_injured_s2 = 50

if people_injured_s1 is None or people_injured_s2 is None:
   print('neutral')

elif people_injured_s1 == people_injured_s2:
   print('Entailment')

elif people_injured_s1 != people_injured_s2:
  print('contradiction')",at least 50 people were injured .,it leaves at least 50 people injured
neutral,"claire_pets_s1 = None
claire_pets_s2 = 92

if claire_pets_s1 is None or claire_pets_s2 is None:
   print('neutral')

elif claire_pets_s1 == claire_pets_s2:
   print('Entailment')

elif claire_pets_s1 != claire_pets_s2:
  print('contradiction')",claire has a total of more than 82 pets consisting of gerbils and hamsters only,claire has a total of 92 pets consisting of gerbils and hamsters only
Entailment,"baggage_suspended_s1 = 14
baggage_suspended_s2 = 14

if baggage_suspended_s1 is None or baggage_suspended_s2 is None:
   print('neutral')

elif baggage_suspended_s1 == baggage_suspended_s2:
   print('Entailment')

elif baggage_suspended_s1 != baggage_suspended_s2:
  print('contradiction')",( cnn ) -- the transportation security administration is in the process of firing six checked-baggage screeners and suspending 14 others at boston 's logan international airport .,the tsa is moving to fire six of the screeners and suspend the other 14
Entailment,"paint_to_be_added_s1 = 32
paint_to_be_added_s2 = 62

if paint_to_be_added_s1 is None or paint_to_be_added_s2 is None:
   print('neutral')

elif paint_to_be_added_s1 < paint_to_be_added_s2:
   print('Entailment')

elif paint_to_be_added_s1 != paint_to_be_added_s2:
  print('contradiction')",how many liters of blue paint must be added to 32 liters of fuchsia to change it to mauve paint ?,how many liters of blue paint must be added to less than 62 liters of fuchsia to change it to mauve paint ?
